"transaction_id","transaction_date","amount","currency_code","currency_symbol","description","category_id","category_name","is_expense","is_cancelled","is_refund","original_transaction_id","signed_amount","created_at","updated_at"
"224","11/10/2024 18:04:00","11738.25","RUB","₽","Покупка Подарки Ресторан онлайн #213","18","Подарки","f","f","f",,"11738.25","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"225","13/4/2025 07:17:00","130.08","RUB","₽","Расход Покупки Аптека улица #214","7","Покупки","t","f","f",,"-130.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"226","6/8/2024 03:27:00","1934.74","RUB","₽","Оплата Аптека Офис онлайн #215","20","Аптека","t","f","f",,"-1934.74","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"227","7/7/2024 14:02:00","49767.08","TJS","ЅМ","Оплата Путешествия Супермаркет улица #216","15","Путешествия","t","f","f",,"-49767.08","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"228","20/5/2025 07:19:00","13120.84","TJS","ЅМ","Расход Образование Филиал улица #217","14","Образование","t","f","f",,"-13120.84","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"229","11/11/2025 08:00:00","885.78","RUB","₽","Оплата заказа Развлечения Кафе онлайн #218","10","Развлечения","t","f","f",,"-885.78","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"230","18/7/2024 21:32:00","609.1","RUB","₽","Оплата Такси (Таджикистан) Супермаркет в ТЦ #219","25","Такси (Таджикистан)","t","f","t",,"-609.1","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"231","13/7/2024 12:56:00","50370.78","TJS","ЅМ","Оплата заказа Путешествия Филиал в ТЦ #220","15","Путешествия","t","f","f",,"-50370.78","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"232","25/4/2025 09:34:00","1440.53","RUB","₽","Расход Образование Аптека на рынке #221","14","Образование","t","f","f",,"-1440.53","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"233","9/1/2024 01:41:00","622.61","RUB","₽","Покупка Такси (Таджикистан) Онлайн возле дома #222","25","Такси (Таджикистан)","t","f","f",,"-622.61","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"234","18/10/2025 00:39:00","546.78","RUB","₽","Заказ Такси (Таджикистан) Онлайн на рынке #223","25","Такси (Таджикистан)","t","f","f",,"-546.78","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"235","17/8/2025 21:31:00","1421.83","RUB","₽","Заказ Образование Филиал аэропорт #224","14","Образование","t","f","f",,"-1421.83","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"236","7/4/2024 03:18:00","618.87","RUB","₽","Расход Машина Филиал на рынке #225","6","Машина","t","f","f",,"-618.87","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"237","8/5/2024 10:23:00","636.99","RUB","₽","Заказ Машина Аптека аэропорт #226","6","Машина","t","f","f",,"-636.99","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"238","26/9/2025 23:11:00","43.43","RUB","₽","Расход Общественный транспорт Приложение онлайн #227","5","Общественный транспорт","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"239","28/8/2024 04:23:00","2446.34","RUB","₽","Покупка Связь и интернет Магазин в ТЦ #228","13","Связь и интернет","t","f","f",,"-2446.34","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"240","25/7/2025 09:47:00","745399.74","TJS","ЅМ","Заказ Зарплата Супермаркет аэропорт #229","16","Зарплата","f","f","t",,"-745399.74","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"241","13/3/2024 14:15:00","638.6","RUB","₽","Приобретение Такси (Таджикистан) Кафе в центре #230","25","Такси (Таджикистан)","t","f","f",,"-638.6","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"242","9/2/2024 01:28:00","193081","RUB","₽","Покупка Зарплата Сайт аэропорт #231","16","Зарплата","f","f","f",,"193081","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"243","31/8/2024 01:21:00","115924.06","RUB","₽","Покупка Фриланс Кафе возле дома #232","17","Фриланс","f","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"244","26/5/2024 20:32:00","106.16","RUB","₽","Приобретение Сувениры Филиал аэропорт #233","27","Сувениры","t","f","f",,"-106.16","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"245","13/3/2025 20:08:00","52.39","RUB","₽","Оплата заказа Общественный транспорт Офис в центре #234","5","Общественный транспорт","t","f","f",,"-52.39","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"246","10/1/2024 01:06:00","6195.6","TJS","ЅМ","Заказ Такси (Таджикистан) Сайт улица #235","25","Такси (Таджикистан)","t","f","f",,"-6195.6","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"247","16/3/2024 02:30:00","15482.42","RUB","₽","Покупка Подарки Аптека возле дома #236","18","Подарки","f","f","f",,"15482.42","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"248","5/1/2024 05:53:00","4267.85","RUB","₽","Покупка Электроника Супермаркет аэропорт #237","9","Электроника","t","f","f",,"-4267.85","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"249","13/12/2024 20:49:00","815.19","TJS","ЅМ","Приобретение Кафе и рестораны Аптека в центре #238","2","Кафе и рестораны","t","f","f",,"-815.19","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"250","14/2/2025 18:46:00","2751.2","RUB","₽","Расход Одежда и обувь Онлайн возле дома #239","8","Одежда и обувь","t","f","f",,"-2751.2","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"251","4/7/2024 09:53:00","292308.89","TJS","ЅМ","Приобретение Фриланс Онлайн улица #240","17","Фриланс","f","f","f",,"292308.89","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"252","28/2/2025 02:29:00","1590.9","RUB","₽","Расход Образование Офис улица #241","14","Образование","t","f","f",,"-1590.9","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"253","18/1/2024 00:42:00","702.49","TJS","ЅМ","Заказ Покупки Сайт на рынке #242","7","Покупки","t","f","f",,"-702.49","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"254","9/6/2024 14:56:00","495.63","TJS","ЅМ","Оплата заказа Транспорт Аптека аэропорт #243","3","Транспорт","t","f","f",,"-495.63","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"255","10/1/2024 01:10:00","143.04","RUB","₽","Оплата заказа Сувениры Аптека в центре #244","27","Сувениры","t","f","f",,"-143.04","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"256","28/5/2024 18:52:00","101.22","RUB","₽","Оплата заказа Кафе и рестораны Приложение в центре #245","2","Кафе и рестораны","t","f","f",,"-101.22","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"257","24/2/2025 06:55:00","40.39","RUB","₽","Оплата Местные продукты Онлайн на рынке #246","26","Местные продукты","t","f","f",,"-40.39","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"258","26/8/2024 10:05:00","4104.21","TJS","ЅМ","Заказ Развлечения Кафе онлайн #247","10","Развлечения","t","f","f",,"-4104.21","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"259","25/9/2024 03:18:00","2659.35","TJS","ЅМ","Оплата Такси (Таджикистан) Офис в ТЦ #248","25","Такси (Таджикистан)","t","f","f",,"-2659.35","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"260","26/3/2025 23:52:00","2442.98","RUB","₽","Покупка Онлайн-курсы Приложение на рынке #249","23","Онлайн-курсы","t","f","f",,"-2442.98","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"261","26/1/2024 00:53:00","14623.85","TJS","ЅМ","Оплата Связь и интернет Офис улица #250","13","Связь и интернет","t","f","t",,"-14623.85","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"262","31/10/2024 17:20:00","4655.55","RUB","₽","Оплата заказа Электроника Аптека онлайн #251","9","Электроника","t","f","f",,"-4655.55","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"263","17/5/2025 14:56:00","895.06","TJS","ЅМ","Оплата заказа Сувениры Приложение онлайн #252","27","Сувениры","t","f","f",,"-895.06","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"264","26/1/2024 00:12:00","11689.16","TJS","ЅМ","Заказ Образование Магазин на рынке #253","14","Образование","t","f","f",,"-11689.16","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"265","27/12/2024 01:53:00","1215.85","TJS","ЅМ","Оплата заказа Продукты питания Аптека улица #254","1","Продукты питания","t","f","f",,"-1215.85","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"266","25/2/2024 14:35:00","1025.81","RUB","₽","Оплата Красота и здоровье Офис в ТЦ #255","11","Красота и здоровье","t","f","f",,"-1025.81","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"267","5/11/2025 04:23:00","2092.42","RUB","₽","Приобретение Связь и интернет Офис в центре #256","13","Связь и интернет","t","f","f",,"-2092.42","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"268","5/12/2025 15:09:00","86.38","RUB","₽","Расход Покупки Магазин вокзал #257","7","Покупки","t","f","f",,"-86.38","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"269","25/12/2023 21:03:00","441.81","TJS","ЅМ","Оплата Покупки Ресторан в центре #258","7","Покупки","t","f","f",,"-441.81","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"270","4/1/2024 16:35:00","3938.13","RUB","₽","Расход Связь и интернет Сайт в центре #259","13","Связь и интернет","t","f","f",,"-3938.13","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"271","4/4/2025 20:07:00","1725.86","RUB","₽","Оплата заказа Образование Магазин возле дома #260","14","Образование","t","f","f",,"-1725.86","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"272","9/3/2024 19:38:00","163549.31","EUR","€","Оплата заказа Книги Аптека в ТЦ #261","22","Книги","t","f","f",,"-163549.31","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"273","13/7/2025 23:16:00","66051.79","RUB","₽","Расход Фриланс Онлайн вокзал #262","17","Фриланс","f","f","f",,"66051.79","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"274","1/10/2025 23:46:00","45.03","RUB","₽","Заказ Общественный транспорт Ресторан в центре #263","5","Общественный транспорт","t","f","f",,"-45.03","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"275","2/2/2024 17:41:00","8744.14","RUB","₽","Оплата заказа Путешествия Офис на рынке #264","15","Путешествия","t","f","f",,"-8744.14","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"276","7/8/2025 04:26:00","313177.1","RUB","₽","Оплата Зарплата Магазин в ТЦ #265","16","Зарплата","f","f","f",,"313177.1","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"277","14/6/2024 14:44:00","62.28","RUB","₽","Оплата Покупки Аптека аэропорт #266","7","Покупки","t","f","f",,"-62.28","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"278","9/11/2025 15:03:00","583.38","TJS","ЅМ","Покупка Кафе и рестораны Сайт аэропорт #267","2","Кафе и рестораны","t","f","f",,"-583.38","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"279","8/10/2024 19:32:00","8994.05","TJS","ЅМ","Оплата заказа Аренда жилья Сайт аэропорт #268","24","Аренда жилья","t","f","f",,"-8994.05","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"280","14/4/2025 12:56:00","36.49","RUB","₽","Приобретение Местные продукты Офис вокзал #269","26","Местные продукты","t","f","t",,"-36.49","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"281","6/5/2025 14:21:00","3238.31","RUB","₽","Приобретение Коммунальные услуги Аптека улица #270","12","Коммунальные услуги","t","f","f",,"-3238.31","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"282","22/9/2024 08:03:00","332.47","TJS","ЅМ","Оплата Такси Аптека возле дома #271","4","Такси","t","f","f",,"-332.47","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"283","27/10/2024 12:17:00","48.68","RUB","₽","Оплата Транспорт Ресторан улица #272","3","Транспорт","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"284","2/3/2024 02:54:00","9258.59","TJS","ЅМ","Покупка Красота и здоровье Онлайн аэропорт #273","11","Красота и здоровье","t","f","f",,"-9258.59","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"285","13/3/2025 14:23:00","1579.32","RUB","₽","Оплата Аптека Магазин в центре #274","20","Аптека","t","f","f",,"-1579.32","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"286","8/11/2025 01:02:00","28035.17","TJS","ЅМ","Приобретение Коммунальные услуги Сайт аэропорт #275","12","Коммунальные услуги","t","f","f",,"-28035.17","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"287","8/4/2024 12:52:00","872.69","RUB","₽","Оплата заказа Книги Супермаркет улица #276","22","Книги","t","f","f",,"-872.69","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"288","2/5/2025 13:08:00","3997.12","TJS","ЅМ","Приобретение Такси (Таджикистан) Магазин на рынке #277","25","Такси (Таджикистан)","t","f","f",,"-3997.12","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"289","14/7/2025 16:48:00","10318.57","RUB","₽","Заказ Путешествия Офис возле дома #278","15","Путешествия","t","f","f",,"-10318.57","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"290","29/10/2025 02:29:00","13369.68","TJS","ЅМ","Покупка Образование Онлайн аэропорт #279","14","Образование","t","f","f",,"-13369.68","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"291","4/4/2025 23:03:00","9496473.07","EUR","€","Оплата заказа Зарплата Онлайн улица #280","16","Зарплата","f","f","f",,"9496473.07","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"292","24/9/2024 12:18:00","3268.05","TJS","ЅМ","Оплата Такси (Таджикистан) Магазин онлайн #281","25","Такси (Таджикистан)","t","f","f",,"-3268.05","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"293","1/3/2024 04:34:00","27394.76","TJS","ЅМ","Оплата заказа Электроника Кафе онлайн #282","9","Электроника","t","f","f",,"-27394.76","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"294","28/9/2024 05:47:00","1522.33","RUB","₽","Приобретение Одежда и обувь Офис улица #283","8","Одежда и обувь","t","f","f",,"-1522.33","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"295","9/2/2024 18:04:00","577.85","RUB","₽","Оплата Развлечения Приложение аэропорт #284","10","Развлечения","t","f","f",,"-577.85","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"296","31/1/2025 19:53:00","6147.95","EUR","€","Оплата Местные продукты Сайт на рынке #285","26","Местные продукты","t","f","f",,"-6147.95","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"297","17/1/2025 08:27:00","147.91","RUB","₽","Оплата Сувениры Офис в центре #286","27","Сувениры","t","f","f",,"-147.91","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"298","7/8/2025 11:02:00","48.05","RUB","₽","Заказ Такси Аптека на рынке #287","4","Такси","t","f","f",,"-48.05","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"299","11/12/2023 21:31:00","55748.52","RUB","₽","Заказ Фриланс Аптека улица #288","17","Фриланс","f","f","f",,"55748.52","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"300","25/8/2024 17:54:00","5102.76","EUR","€","Оплата заказа Кафе и рестораны Сайт в ТЦ #289","2","Кафе и рестораны","t","f","f",,"-5102.76","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"301","26/3/2024 14:33:00","67.29","RUB","₽","Расход Местные продукты Филиал возле дома #290","26","Местные продукты","t","f","f",,"-67.29","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"302","6/8/2025 15:46:00","54.94","RUB","₽","Покупка Продукты питания Онлайн онлайн #291","1","Продукты питания","t","f","f",,"-54.94","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"303","23/1/2025 14:25:00","355.22","TJS","ЅМ","Заказ Транспорт Офис в ТЦ #292","3","Транспорт","t","f","f",,"-355.22","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"304","2/7/2025 23:30:00","22856.78","TJS","ЅМ","Расход Одежда и обувь Сайт возле дома #293","8","Одежда и обувь","t","f","f",,"-22856.78","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"305","23/4/2025 22:51:00","2720.57","RUB","₽","Оплата заказа Коммунальные услуги Аптека вокзал #294","12","Коммунальные услуги","t","f","f",,"-2720.57","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"306","18/6/2025 02:46:00","58407.76","TJS","ЅМ","Заказ Путешествия Приложение возле дома #295","15","Путешествия","t","f","f",,"-58407.76","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"307","7/8/2025 09:32:00","520.88","RUB","₽","Оплата Такси (Таджикистан) Приложение в центре #296","25","Такси (Таджикистан)","t","f","f",,"-520.88","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"308","5/6/2024 14:24:00","67.61","RUB","₽","Оплата заказа Сувениры Кафе аэропорт #297","27","Сувениры","t","f","f",,"-67.61","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"309","20/1/2024 00:47:00","1999.03","RUB","₽","Расход Образование Ресторан онлайн #298","14","Образование","t","f","f",,"-1999.03","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"310","12/3/2024 23:04:00","64.54","RUB","₽","Оплата заказа Общественный транспорт Офис улица #299","5","Общественный транспорт","t","f","f",,"-64.54","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"311","2/7/2025 03:13:00","3327.63","TJS","ЅМ","Оплата заказа Такси (Таджикистан) Аптека аэропорт #300","25","Такси (Таджикистан)","t","f","f",,"-3327.63","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"312","23/1/2024 06:49:00","116.04","RUB","₽","Расход Сувениры Сайт аэропорт #301","27","Сувениры","t","f","f",,"-116.04","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"313","16/5/2024 02:06:00","6882.29","RUB","₽","Заказ Подарки Сайт онлайн #302","18","Подарки","f","f","f",,"6882.29","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"314","20/8/2025 19:07:00","100731.07","RUB","₽","Оплата Фриланс Магазин в центре #303","17","Фриланс","f","f","f",,"100731.07","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"315","25/5/2025 08:44:00","1844.25","RUB","₽","Приобретение Аренда жилья Аптека возле дома #304","24","Аренда жилья","t","f","f",,"-1844.25","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"316","30/7/2025 04:10:00","211.27","KZT","₸","Расход Красота и здоровье Онлайн в центре #305","11","Красота и здоровье","t","f","f",,"-211.27","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"317","10/8/2025 17:30:00","11669.79","TJS","ЅМ","Оплата Красота и здоровье Офис улица #306","11","Красота и здоровье","t","f","f",,"-11669.79","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"318","15/12/2023 21:59:00","1388.74","RUB","₽","Расход Аренда жилья Приложение аэропорт #307","24","Аренда жилья","t","f","f",,"-1388.74","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"319","13/12/2023 13:34:00","401.09","RUB","₽","Расход Развлечения Филиал онлайн #308","10","Развлечения","t","f","f",,"-401.09","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"320","9/2/2024 13:30:00","285.6","TJS","ЅМ","Оплата Общественный транспорт Сайт возле дома #309","5","Общественный транспорт","t","f","f",,"-285.6","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"321","6/3/2025 19:38:00","14326.06","TJS","ЅМ","Расход Книги Онлайн улица #310","22","Книги","t","f","f",,"-14326.06","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"322","26/5/2025 19:04:00","101640.18","RUB","₽","Покупка Фриланс Офис вокзал #311","17","Фриланс","f","f","f",,"101640.18","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"323","28/5/2025 03:43:00","15101.28","TJS","ЅМ","Расход Одежда и обувь Онлайн аэропорт #312","8","Одежда и обувь","t","f","f",,"-15101.28","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"324","24/1/2025 09:02:00","67003.51","RUB","₽","Заказ Фриланс Сайт в ТЦ #313","17","Фриланс","f","f","f",,"67003.51","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"325","27/4/2024 13:43:00","474.09","TJS","ЅМ","Расход Транспорт Аптека возле дома #314","3","Транспорт","t","f","f",,"-474.09","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"326","24/12/2024 09:43:00","456.5","RUB","₽","Заказ Машина Филиал в ТЦ #315","6","Машина","t","f","f",,"-456.5","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"327","13/11/2024 04:20:00","1200.01","RUB","₽","Приобретение Аптека Приложение в центре #316","20","Аптека","t","f","f",,"-1200.01","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"328","16/1/2024 18:04:00","7532.32","TJS","ЅМ","Заказ Красота и здоровье Филиал в ТЦ #317","11","Красота и здоровье","t","f","f",,"-7532.32","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"329","15/6/2024 10:50:00","9769.46","TJS","ЅМ","Расход Аптека Супермаркет улица #318","20","Аптека","t","f","f",,"-9769.46","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"330","3/5/2024 04:41:00","3341.76","RUB","₽","Заказ Связь и интернет Сайт улица #319","13","Связь и интернет","t","f","f",,"-3341.76","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"331","22/11/2025 07:55:00","549.26","TJS","ЅМ","Покупка Общественный транспорт Ресторан вокзал #320","5","Общественный транспорт","t","t","f",,"0","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"332","5/4/2024 12:12:00","82.88","RUB","₽","Оплата Сувениры Приложение возле дома #321","27","Сувениры","t","f","f",,"-82.88","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"333","18/2/2025 18:02:00","4320.58","RUB","₽","Расход Путешествия Магазин аэропорт #322","15","Путешествия","t","f","f",,"-4320.58","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"334","2/3/2025 19:04:00","946.44","RUB","₽","Оплата Фитнес Супермаркет аэропорт #323","21","Фитнес","t","f","f",,"-946.44","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"335","23/4/2024 22:13:00","1054.64","RUB","₽","Покупка Фитнес Сайт в ТЦ #324","21","Фитнес","t","f","f",,"-1054.64","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"336","1/2/2024 15:47:00","2819.04","RUB","₽","Расход Аптека Магазин улица #325","20","Аптека","t","f","f",,"-2819.04","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"337","5/1/2024 05:39:00","182566.49","RUB","₽","Расход Зарплата Приложение аэропорт #326","16","Зарплата","f","f","f",,"182566.49","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"338","5/9/2024 00:24:00","97.4","RUB","₽","Оплата Сувениры Офис вокзал #327","27","Сувениры","t","f","f",,"-97.4","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"339","9/1/2025 10:28:00","28860.93","TJS","ЅМ","Покупка Связь и интернет Филиал онлайн #328","13","Связь и интернет","t","f","f",,"-28860.93","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"340","31/5/2025 03:03:00","173483.78","TJS","ЅМ","Оплата заказа Подарки Онлайн на рынке #329","18","Подарки","f","f","f",,"173483.78","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"341","9/8/2025 15:16:00","664.88","RUB","₽","Оплата Такси (Таджикистан) Филиал возле дома #330","25","Такси (Таджикистан)","t","f","f",,"-664.88","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"342","20/8/2024 00:07:00","13996.57","EUR","€","Заказ Покупки Магазин возле дома #331","7","Покупки","t","f","f",,"-13996.57","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"343","13/8/2024 13:15:00","1659.33","RUB","₽","Заказ Красота и здоровье Ресторан возле дома #332","11","Красота и здоровье","t","f","f",,"-1659.33","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"344","20/1/2024 08:14:00","28299.2","TJS","ЅМ","Приобретение Коммунальные услуги Офис на рынке #333","12","Коммунальные услуги","t","f","f",,"-28299.2","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"345","22/10/2025 10:46:00","76.58","RUB","₽","Оплата Покупки Магазин улица #334","7","Покупки","t","f","f",,"-76.58","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"346","12/7/2025 12:21:00","859081.26","TJS","ЅМ","Оплата заказа Зарплата Аптека в ТЦ #335","16","Зарплата","f","f","f",,"859081.26","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"347","21/2/2025 20:55:00","15612.34","TJS","ЅМ","Покупка Коммунальные услуги Филиал возле дома #336","12","Коммунальные услуги","t","f","f",,"-15612.34","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"348","11/5/2025 01:41:00","21461.25","TJS","ЅМ","Оплата заказа Онлайн-курсы Онлайн в центре #337","23","Онлайн-курсы","t","f","f",,"-21461.25","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"349","11/11/2024 16:39:00","999.02","RUB","₽","Заказ Развлечения Филиал вокзал #338","10","Развлечения","t","f","f",,"-999.02","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"350","9/1/2024 04:02:00","837.86","RUB","₽","Оплата заказа Фитнес Кафе аэропорт #339","21","Фитнес","t","f","f",,"-837.86","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"351","1/8/2025 09:21:00","200810.48","EUR","€","Покупка Коммунальные услуги Ресторан улица #340","12","Коммунальные услуги","t","f","f",,"-200810.48","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"352","16/7/2024 23:39:00","785.72","TJS","ЅМ","Заказ Продукты питания Супермаркет возле дома #341","1","Продукты питания","t","f","f",,"-785.72","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"353","20/6/2024 17:19:00","1186.01","TJS","ЅМ","Расход Покупки Кафе в ТЦ #342","7","Покупки","t","f","f",,"-1186.01","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
"354","1/9/2025 12:51:00","1832.61","RUB","₽","Оплата заказа Аренда жилья Аптека в ТЦ #343","24","Аренда жилья","t","f","f",,"-1832.61","5/12/2025 17:02:13.231799","5/12/2025 17:02:13.231799"
